,customerid,count,country,state,city,zip_code,lat_long,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn_score,cltv,churn_reason,gender_female,gender_male,internet_svc_none,internet_svc_dsl,internet_svc_fiber,contract_mtm,contract_1yr,contract_2yr,pmt_meth_bank_trx_auto,pmt_meth_cc_auto,pmt_meth_echeck,pmt_meth_mail_check,churn_rsn_grp_cust_svc,churn_rsn_grp_moved,churn_rsn_grp_pricing,churn_rsn_grp_product,churn_rsn_grp_unknown,p1_phone_only,p2_phone_multi,p3_dsl_only,p4_dsl_plus,p5_dsl_bund_core,p6_dsl_bund_plus,p7_fib_bund_core,p8_fib_bund_plus,charge_trend_index,streams,pmt_meth_auto,svc_add_ons,charge_cust_index,tenure_1yr,tenure_2-4yr,tenure_4+yr,churn_value
3112,4735-BJKOU,1,United States,California,Los Angeles,90039,"34.110845, -118.259595",0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,64,3915,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.1,0,1,0,0
552,4897-QSUYC,1,United States,California,Amboy,92304,"34.559882, -115.637164",0,0,0,1,1,0,0,0,0,0,0,0,1,20.15,20.15,86,4939,Attitude of support person,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.1,1,0,0,1
5704,0786-IVLAW,1,United States,California,Valley Village,91607,"34.165783, -118.399795",1,0,0,66,1,1,0,1,1,0,1,1,0,108.1,7238.6,20,4722,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,1,3,1.08,0,0,1,0
6064,3785-NRHYR,1,United States,California,Bridgeport,93517,"38.184583, -119.286558",0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,31,3192,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.08,1,0,0,0
4075,6765-MBQNU,1,United States,California,Phillipsville,95559,"40.184094, -123.745487",0,1,0,26,1,1,0,0,0,0,0,0,0,26.0,684.05,20,2244,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.99,0,0,1,1.01,0,1,0,0
2338,4881-JVQOD,1,United States,California,Oxnard,93030,"34.223244, -119.18012",1,1,1,10,0,0,0,0,0,0,0,1,1,34.55,362.6,55,5248,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.95,1,1,0,1.24,1,0,0,0
3350,5155-AZQPB,1,United States,California,San Diego,92114,"32.707892, -117.05512",0,1,1,28,1,1,0,0,0,0,0,0,0,49.9,1410.25,74,5250,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,0,0,1,0.93,0,1,0,0
6796,8080-POTJR,1,United States,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",0,0,0,30,1,1,1,0,1,0,1,1,1,79.3,2427.1,78,2655,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,2,1,3,1.19,0,1,0,0
5896,9289-LBQVU,1,United States,California,Hemet,92545,"33.734933, -117.044145",0,1,0,64,1,1,0,1,0,1,0,1,1,70.15,4480.7,49,5037,,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,0,3,1.07,0,0,1,0
4297,7586-ZATGZ,1,United States,California,Ravendale,96123,"40.845738, -120.322219",0,0,0,40,1,1,0,0,0,0,1,0,1,84.9,3369.05,37,2904,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,1,0,1,1.0,0,1,0,0
1917,3410-YOQBQ,1,United States,California,Compton,90221,"33.885811, -118.206459",0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,78,4984,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,2,0,3,1.18,0,1,0,0
2837,3941-XTSKM,1,United States,California,Burnt Ranch,95527,"40.854512, -123.450097",0,1,0,42,0,0,0,1,1,0,0,1,1,45.1,2049.05,71,3844,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.92,1,1,2,1.04,0,1,0,0
910,7743-EXURX,1,United States,California,Glendale,91208,"34.195386, -118.238508",0,1,1,8,1,0,0,0,1,0,0,0,1,51.05,415.05,77,3758,Product dissatisfaction,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.98,0,0,1,0.92,1,0,0,1
1838,7693-LCKZL,1,United States,California,Julian,92036,"32.980678, -116.262854",0,1,1,5,1,1,0,1,0,0,0,0,1,80.15,385.0,84,5124,Attitude of service provider,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0,0,2,0.89,1,0,0,1
4315,2706-QZIHY,1,United States,California,Los Angeles,90005,"34.059281, -118.30742",0,1,0,15,1,1,0,0,0,0,0,0,0,25.2,387.9,25,4411,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.97,0,0,1,0.98,0,1,0,0
3346,7639-OPLNG,1,United States,California,San Diego,92107,"32.741852, -117.243453",0,1,0,70,1,1,1,1,1,1,1,0,1,79.25,5731.85,27,5085,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,1,1,5,1.01,0,0,1,0
4986,4029-HPFVY,1,United States,California,San Francisco,94118,"37.781304, -122.461522",0,0,0,3,1,0,0,0,0,0,0,0,1,70.3,220.4,67,4275,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.96,0,0,0,0.91,1,0,0,0
6914,3508-CFVZL,1,United States,California,El Monte,91731,"34.079934, -118.046695",0,0,0,71,1,1,1,1,1,1,1,1,0,111.3,7985.9,46,5957,,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,0,5,1.02,0,0,1,0
2612,3234-VKACU,1,United States,California,Sunol,94586,"37.587494, -121.862856",0,0,0,2,1,0,0,0,0,1,1,1,0,70.3,132.4,27,4799,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.06,2,0,1,1.35,1,0,0,0
5124,2824-DXNKN,1,United States,California,Santa Cruz,95065,"37.031404, -121.981865",0,1,1,72,1,1,1,0,1,0,1,0,1,71.45,5025.85,30,5656,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.02,1,1,3,1.07,0,0,1,0
67,6366-ZGQGL,1,United States,California,Pomona,91766,"34.042286, -117.756106",0,0,0,1,0,0,0,0,0,0,0,0,0,24.8,24.8,73,5087,Service dissatisfaction,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0.89,1,0,0,1
4476,2880-FPNAE,1,United States,California,Van Nuys,91405,"34.202494, -118.448048",1,1,0,2,1,0,0,0,1,0,0,0,1,74.2,140.1,32,3170,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.06,0,0,1,0.86,1,0,0,0
633,7089-IVVAZ,1,United States,California,Cantua Creek,93608,"36.488056, -120.407691",0,0,0,8,1,1,1,0,0,1,1,1,1,103.35,847.3,71,2363,Competitor offered more data,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.98,2,1,3,1.1,1,0,0,1
1621,4009-ALQFH,1,United States,California,Groveland,95321,"37.902968, -119.667544",0,0,0,25,1,0,0,1,1,0,1,1,1,99.5,2369.05,90,5932,Competitor offered more data,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.05,2,0,2,1.08,0,1,0,1
6461,4759-PXTAN,1,United States,California,Potter Valley,95469,"39.408634, -123.045516",0,1,0,59,1,1,0,1,0,1,1,1,1,80.1,4693.2,26,4093,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,2,0,3,1.23,0,0,1,0
5310,6616-AALSR,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",0,1,1,65,1,1,1,0,1,0,1,1,1,104.3,6725.3,76,4997,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,3,1.07,0,0,1,0
5533,2197-OMWGI,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",1,1,1,68,0,0,0,1,1,0,1,1,1,53.0,3656.25,31,5583,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99,2,0,2,1.23,0,0,1,0
1594,6595-YGXIT,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",1,0,0,25,1,1,0,1,0,0,1,0,1,88.95,2291.2,100,3878,Competitor made better offer,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.97,1,0,2,0.98,0,1,0,1
3504,8619-IJNDK,1,United States,California,Santa Ana,92703,"33.748635, -117.906125",0,1,0,71,1,0,1,1,1,1,0,0,0,64.05,4492.9,71,4374,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,0,1,4,0.91,0,0,1,0
1731,3315-TOTBP,1,United States,California,Mill Creek,96061,"40.331975, -121.460674",0,0,0,15,1,1,0,0,0,0,0,0,1,76.0,1130.85,74,4938,Lack of self-service on Website,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.01,0,0,1,0.9,0,1,0,1
1703,8761-NSOBC,1,United States,California,Gridley,95948,"39.346898, -121.759537",0,0,0,44,1,0,0,1,0,1,1,1,0,100.55,4398.15,81,3486,Network reliability,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.01,2,0,2,1.13,0,1,0,1
3548,5334-AFQJB,1,United States,California,Simi Valley,93065,"34.269449, -118.768471",1,0,0,72,1,1,0,0,0,0,0,0,1,25.1,1789.9,74,5751,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.01,0,1,1,0.97,0,0,1,0
6580,1428-IEDPR,1,United States,California,Sacramento,95816,"38.574856, -121.46504",0,0,0,52,1,1,1,0,1,1,1,1,1,109.3,5731.4,33,5624,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,2,0,4,1.06,0,0,1,0
4439,7673-LPRNY,1,United States,California,Pasadena,91104,"34.165383, -118.123752",0,0,0,23,1,1,1,0,1,0,1,1,1,78.55,1843.05,47,3127,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.98,2,0,3,1.18,0,1,0,0
3329,4703-MQYKT,1,United States,California,Escondido,92025,"33.081478, -117.033814",0,0,0,21,1,0,0,0,0,0,0,0,0,19.6,390.4,22,4562,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.05,0,0,0,1.07,0,1,0,0
3964,3097-FQTVJ,1,United States,California,Denair,95316,"37.524721, -120.757977",0,0,0,41,1,0,0,0,0,0,0,0,0,20.0,810.3,21,5913,,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.01,0,0,0,1.1,0,1,0,0
5574,8774-GSBUN,1,United States,California,Compton,90222,"33.912246, -118.236773",0,1,0,72,1,1,0,0,0,0,0,0,0,25.4,1797.1,46,6011,,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.02,0,0,1,0.99,0,0,1,0
72,5583-SXDAG,1,United States,California,Alhambra,91803,"34.074736, -118.145959",0,1,0,1,1,0,0,0,0,0,0,0,0,70.0,70.0,97,4094,Don't know,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0.91,1,0,0,1
5739,7753-USQYQ,1,United States,California,West Covina,91792,"34.024405, -117.898722",0,0,0,55,1,0,0,1,0,1,0,1,1,64.2,3627.3,40,5151,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,1,0,2,1.11,0,0,1,0
4942,5917-RYRMG,1,United States,California,Jolon,93928,"35.930782, -121.189757",1,0,0,32,1,0,0,0,0,0,0,0,0,19.8,587.7,78,3836,,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.08,0,1,0,1.08,0,1,0,0
2221,5968-XQIVE,1,United States,California,Newberry Springs,92365,"34.89326, -116.505958",0,1,0,72,1,1,0,1,0,0,1,0,1,89.7,6588.95,76,6016,,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,1,0,2,0.99,0,0,1,0
2211,8313-NDOIA,1,United States,California,Green Valley Lake,92341,"34.244411, -117.072654",0,0,0,24,1,1,0,1,1,0,1,1,1,104.15,2494.65,61,5813,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,0,3,1.04,0,1,0,0
1196,5520-FVEWJ,1,United States,California,Santa Rosa,95405,"38.439696, -122.668817",0,1,0,12,1,1,0,1,1,0,0,0,1,84.5,916.9,84,4154,Lack of self-service on Website,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.11,0,0,3,0.85,0,0,0,1
2544,0297-RBCSG,1,United States,California,San Francisco,94104,"37.791222, -122.402241",0,0,0,19,1,0,0,1,0,1,0,1,1,65.35,1231.85,39,2051,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01,1,1,2,1.13,0,1,0,0
4343,2172-EJXVF,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",1,0,0,71,1,1,0,1,1,0,1,1,1,105.9,7521.95,60,5479,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,0,3,1.06,0,0,1,0
593,2506-CLAKW,1,United States,California,Ventura,93003,"34.279221, -119.221437",0,0,0,6,1,0,1,1,1,1,0,1,1,98.15,567.45,80,3578,Attitude of support person,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.04,1,1,4,0.97,1,0,0,1
1722,1963-SVUCV,1,United States,California,Flournoy,96029,"39.84784, -122.544556",0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,78,5774,Competitor offered higher download speeds,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0.98,1,0,0,1
5470,7869-ZYDST,1,United States,California,Hyampom,96046,"40.648024, -123.465088",0,1,0,31,1,1,0,0,0,0,1,0,1,59.05,1882.8,59,5841,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,1,1,1,1.1,0,1,0,0
4512,2560-QTSBS,1,United States,California,Pomona,91766,"34.042286, -117.756106",0,1,1,72,1,1,0,0,0,0,0,0,1,23.3,1623.15,30,4152,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.03,0,1,1,0.9,0,0,1,0
2565,5787-KXGIY,1,United States,California,Palo Alto,94303,"37.45809, -122.115398",0,1,0,72,1,0,0,0,0,0,0,0,0,19.3,1304.8,42,4035,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.06,0,1,0,1.06,0,0,1,0
1767,9412-ARGBX,1,United States,California,Downey,90241,"33.940884, -118.128628",0,0,0,48,1,0,0,1,1,1,1,0,1,95.5,4627.85,97,2459,Competitor made better offer,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.99,1,0,3,0.97,0,0,0,1
105,0334-GDDSO,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",1,0,0,3,1,1,0,1,0,0,0,0,1,81.35,233.7,73,2818,Service dissatisfaction,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0,0,2,0.9,1,0,0,1
6874,5626-MGTUK,1,United States,California,Chatsworth,91311,"34.294142, -118.603883",0,0,0,20,1,1,1,0,0,0,1,0,1,89.1,1879.25,70,3027,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.95,1,1,2,1.01,0,1,0,0
2020,9323-HGFWY,1,United States,California,Porter Ranch,91326,"34.281911, -118.556218",0,1,0,27,1,0,1,0,0,1,1,1,1,101.9,2681.15,69,3795,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,2,1,2,1.18,0,1,0,0
6947,0530-IJVDB,1,United States,California,Jamul,91935,"32.695681, -116.798386",0,0,1,70,1,1,1,1,1,1,1,1,1,114.6,7882.5,65,5414,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,0,5,1.05,0,0,1,0
4879,1453-RZFON,1,United States,California,Cantua Creek,93608,"36.488056, -120.407691",0,0,1,1,1,0,1,0,0,0,0,0,0,49.9,49.9,54,5969,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1.01,1,0,0,0
5308,6743-HHQPF,1,United States,California,Capay,95607,"38.681651, -122.130569",0,1,0,42,0,0,0,0,0,0,0,0,1,25.1,1097.15,57,4959,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.96,0,1,0,0.9,0,1,0,0
1853,3585-ISXZP,1,United States,California,Indio,92201,"33.713891, -116.237257",0,0,0,8,1,1,0,0,0,0,1,1,0,95.65,778.1,95,5335,Attitude of support person,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.98,2,1,1,1.13,1,0,0,1
5706,7245-JMTTQ,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",0,0,0,51,1,1,0,1,1,1,1,1,1,111.5,5703.25,47,4363,,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,0,4,1.05,0,0,1,0
3414,7422-WNBTY,1,United States,California,Green Valley Lake,92341,"34.244411, -117.072654",0,1,0,33,1,1,0,1,1,0,0,1,1,93.35,3092.0,40,3348,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,3,0.93,0,1,0,0
400,5766-XQXMQ,1,United States,California,Princeton,95970,"39.424957, -122.039307",0,0,0,29,1,0,1,1,1,0,0,1,1,68.85,1970.5,79,5449,Competitor made better offer,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.01,1,1,3,1.06,0,1,0,1
6046,2896-TBNBE,1,United States,California,Guadalupe,93434,"34.936, -120.594655",0,1,0,40,1,0,0,1,1,0,0,0,0,80.8,3132.75,26,3387,,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,0,0,2,0.87,0,1,0,0
3480,4195-PNGZS,1,United States,California,Irvine,92620,"33.716136, -117.752574",0,1,1,69,1,1,0,0,0,0,0,0,0,24.45,1718.2,39,5295,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.98,0,1,1,0.95,0,0,1,0
2467,4257-GAESD,1,United States,California,Dinuba,93618,"36.523619, -119.386868",0,0,0,6,0,0,0,0,0,0,1,1,0,45.0,298.7,72,2270,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9,2,1,0,1.61,1,0,0,0
774,1591-NFNLQ,1,United States,California,Crescent City,95531,"41.701223, -124.003393",0,0,0,51,1,1,0,0,1,0,0,0,0,80.0,4242.35,91,4769,Don't know,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.96,0,1,2,0.85,0,0,1,1
2820,8985-OOPOS,1,United States,California,Occidental,95465,"38.415003, -122.998726",0,0,0,1,1,0,0,0,1,1,1,1,0,74.1,74.1,23,2900,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2,1,2,1.2,1,0,0,0
786,6214-EDAKZ,1,United States,California,Elverta,95626,"38.734997, -121.463719",0,1,1,22,1,0,0,1,0,1,0,0,0,55.15,1206.05,79,5115,Service dissatisfaction,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.01,0,0,2,0.95,0,1,0,1
6670,4957-SREEC,1,United States,California,Hayfork,96041,"40.547857, -123.187265",0,1,1,70,1,0,0,0,0,0,0,0,0,20.35,1458.1,69,5748,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.98,0,1,0,1.11,0,0,1,0
6161,4976-LNFVV,1,United States,California,Daly City,94015,"37.680844, -122.48131",1,1,0,19,0,0,0,1,1,0,0,0,1,34.3,577.15,20,4615,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.13,0,1,2,0.79,0,1,0,0
622,5136-KCKGI,1,United States,California,Templeton,93465,"35.536115, -120.739231",0,1,0,33,1,1,1,0,1,0,1,1,1,103.7,3467.0,76,4461,Competitor had better devices,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.99,2,0,3,1.06,0,1,0,1
309,1579-KLYDT,1,United States,California,Hickman,95323,"37.605926, -120.69955",0,0,0,7,1,1,0,0,1,0,1,0,1,90.45,593.45,98,5356,Competitor made better offer,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.07,1,0,2,0.96,1,0,0,1
142,4710-FDUIZ,1,United States,California,Santa Ana,92707,"33.714829, -117.872941",0,1,0,56,1,1,0,1,0,0,1,1,0,100.3,5614.45,67,5170,Competitor offered more data,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2,1,2,1.11,0,0,1,1
4066,3043-TYBNO,1,United States,California,Kneeland,95549,"40.664483, -123.865325",0,0,0,3,1,0,0,0,0,1,0,1,0,60.65,196.9,22,2111,,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.92,1,0,1,1.17,1,0,0,0
3153,0106-GHRQR,1,United States,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",0,0,0,16,1,1,0,1,1,0,0,1,1,71.4,1212.1,39,3360,,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.94,1,1,3,1.04,0,1,0,0
589,0866-QLSIR,1,United States,California,Garden Grove,92843,"33.764018, -117.931507",0,0,0,34,1,1,1,1,0,1,0,0,1,64.4,2088.75,75,5189,Attitude of support person,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.05,0,0,4,0.94,0,1,0,1
5778,2144-BFDSO,1,United States,California,Ranchita,92066,"33.215251, -116.53633",1,1,0,50,1,1,1,1,1,0,1,1,0,108.75,5431.9,54,5211,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,1,4,1.05,0,0,1,0
4570,4039-PIMHX,1,United States,California,San Diego,92102,"32.716007, -117.117462",1,1,0,49,1,0,0,1,0,0,0,0,0,49.8,2398.4,37,4306,,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.02,0,0,1,0.96,0,0,1,0
4792,2541-YGPKE,1,United States,California,Lemon Cove,93244,"36.462671, -118.997291",0,1,1,42,1,0,1,0,0,1,0,1,0,63.7,2763.35,55,3764,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97,1,1,2,1.15,0,1,0,0
945,2612-RANWT,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",0,0,0,12,1,1,0,0,1,0,1,1,1,100.15,1164.3,96,3682,Price too high,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.03,2,1,2,1.06,0,0,0,1
4826,7754-IXRMC,1,United States,California,Atascadero,93422,"35.453912, -120.69461",0,0,0,1,1,0,0,0,0,0,0,0,0,45.35,45.35,23,3980,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0.98,1,0,0,0
645,0397-GZBBC,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",1,1,0,59,1,1,0,0,0,0,1,1,1,93.85,5574.75,85,5390,Price too high,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.99,2,1,1,1.11,0,0,1,1
3048,7552-KEYGT,1,United States,California,Platina,96076,"40.367964, -122.937379",0,1,0,27,1,0,0,0,0,0,0,0,0,19.55,520.55,44,4430,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.01,0,1,0,1.07,0,1,0,0
4150,9931-DCEZH,1,United States,California,Roseville,95747,"38.784329, -121.373245",0,0,1,28,1,0,0,1,0,1,0,0,1,54.4,1516.6,74,4711,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,2,0.94,0,1,0,0
2297,7293-LSCDV,1,United States,California,Santa Ana,92704,"33.719869, -117.907063",0,1,1,60,1,0,0,0,0,0,0,0,1,19.25,1103.25,52,6134,,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.05,0,1,0,1.05,0,0,1,0
4122,0960-HUWBM,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",0,1,1,65,1,1,0,0,1,1,1,1,1,104.1,6700.05,25,4024,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,2,1,3,1.04,0,0,1,0
5545,4827-DPADN,1,United States,California,Los Angeles,90032,"34.078821, -118.177576",0,1,1,72,1,1,1,0,1,1,1,1,1,83.3,6042.7,61,4505,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.99,2,1,4,1.15,0,0,1,0
732,7209-JCUDS,1,United States,California,Stockton,95212,"38.049457, -121.21653",0,0,0,10,1,0,0,0,1,0,1,1,1,94.9,1048.85,83,2832,Competitor offered higher download speeds,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9,2,0,1,1.1,1,0,0,1
